study,sample,genotype,name,platform_model,stage,stage PO,stage PO name,tissue,tissue PO,tissue PO name,treatment,treatment PECO,treatment PECO name
SRP056412,SRR1955054,not applicable,SRR1955054,Illumina HiSeq 2000,15 DPA,PO_0001170,seed development stage,Caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
SRP056412,SRR1955053,not applicable,SRR1955053,Illumina HiSeq 2000,15 DPA,PO_0001170,seed development stage,Caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
SRP056412,SRR1955047,not applicable,SRR1955047,Illumina HiSeq 2000,15 DPA,PO_0001170,seed development stage,Caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
SRP056412,SRR1955046,not applicable,SRR1955046,Illumina HiSeq 2000,15 DPA,PO_0001170,seed development stage,Caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
SRP056412,SRR1926214,not applicable,SRR1926214,Illumina HiSeq 2000,15 DPA,PO_0001170,seed development stage,Caryopsis,PO_0030104,caryopsis fruit,NA,NA,NA
SRP134221,SRR6820444,JM-262,JM_6hP1,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 1,,
SRP134221,SRR6820438,LM-2,LM_6hP1,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 1,,
SRP134221,SRR6820451,JM-262,JM_6hP2,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 2,,
SRP134221,SRR6820441,LM-2,LM_6hP2,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 2,,
SRP134221,SRR6820450,JM-262,JM_6hP3,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 3,,
SRP134221,SRR6820440,LM-2,LM_6hP3,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 3,,
SRP134221,SRR6820447,JM-262,JM_6hCK1,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 1,,
SRP134221,SRR6820437,LM-2,LM_6hCK1,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 1,,
SRP134221,SRR6820446,JM-262,JM_6hCK2,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 2,,
SRP134221,SRR6820436,LM-2,LM_6hCK2,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 2,,
SRP134221,SRR6820445,JM-262,JM_6hCK3,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 3,,
SRP134221,SRR6820439,LM-2,LM_6hCK3,Illumina HiSeq 4000,15-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 3,,
SRP151366,SRR7431549,CB037(M)*TAA10(P),CB037_TAA10_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431548,CB037(M)*TAA10(P),CB037_TAA10_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431547,JIN8(M)*CB037(P),JIN8_CB037_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431546,JIN8(M)*CB037(P),JIN8_CB037_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431545,CB037(M)*XX329(P),CB037_XX329_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431544,TAA10(M)*CB037(P),TAA10_CB037_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431543,CB037_rep2,CB037_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431542,CB037_rep1,CB037_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431541,XX329(M)*CB037(P),XX329_CB037_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431540,TAA10(M)*CB037(P),TAA10_CB037_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431539,TAA10_rep2,TAA10_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431538,CB037(M)*JIN8(P),CB037_JIN8_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431537,CB037(M)*JIN8(P),CB037_JIN8_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431536,XX329(M)*CB037(P),XX329_CB037_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431535,TAA10_rep1,TAA10_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431534,XX329_rep1,XX329_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431533,JIN8_rep2,JIN8_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431532,XX329_rep2,XX329_rep2,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431531,JIN8_rep1,JIN8_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP151366,SRR7431530,CB037(M)*XX329(P),CB037_XX329_rep1,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP075528,SRR6281265,F1 hybrid of Keyi5214 X Doumai,SRR6281265,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP075528,SRR6281262,F1 hybrid of Doumai X Keyi5214,SRR6281262,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP075528,SRR5337633,F1 hybrid of Keyi5214 X Doumai,SRR5337633,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP075528,SRR5337630,F1 hybrid of Doumai X Keyi5214,SRR5337630,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP075528,SRR3569937,F1 hybrid of Keyi5214 X Doumai,SRR3569937,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP075528,SRR3569934,F1 hybrid of Doumai X Keyi5214,SRR3569934,Illumina HiSeq 2500,15DAP,PO_0004505,fertilized ovule stage,Endosperm,PO:0009089,endosperm,NA,NA,NA
SRP145867,SRR7175019,SM482,WT-15DPA-1,Illumina HiSeq 2000,15DPA,PO_0001170,seed development stage,seed,PO:0009010,seed,NA,NA,NA
SRP145867,SRR7175018,SM482,WT-15DPA-2,Illumina HiSeq 2000,15DPA,PO_0001170,seed development stage,seed,PO:0009010,seed,NA,NA,NA
SRP145867,SRR7175009,SM482gs,M-15DPA-1,Illumina HiSeq 2000,15DPA,PO_0001170,seed development stage,seed,PO:0009010,seed,NA,NA,NA
SRP145867,SRR7175008,SM482gs,M-15DPA-2,Illumina HiSeq 2000,15DPA,PO_0001170,seed development stage,seed,PO:0009010,seed,NA,NA,NA
SRP166963,SRR8113991,Bobwhite,WT_FLB_17DAA_rep1,Illumina HiSeq 2500,17 days after anthesis rep1,PO_0001170,seed development stage,flag leaf blade,,,NA,NA,NA
SRP166963,SRR8113990,Bobwhite,WT_FLB_17DAA_rep2,Illumina HiSeq 2500,17 days after anthesis rep2,PO_0001170,seed development stage,flag leaf blade,,,NA,NA,NA
SRP166963,SRR8113989,Bobwhite,WT_FLB_17DAA_rep3,Illumina HiSeq 2500,17 days after anthesis rep3,PO_0001170,seed development stage,flag leaf blade,,,NA,NA,NA
SRP134221,SRR6820453,LM-2,LM_48hP1,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 1,,
SRP134221,SRR6820442,JM-262,JM_48hP1,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 1,,
SRP134221,SRR6820454,LM-2,LM_48hP2,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 2,,
SRP134221,SRR6820435,JM-262,JM_48hP2,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 2,,
SRP134221,SRR6820455,LM-2,LM_48hP3,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 3,,
SRP134221,SRR6820434,JM-262,JM_48hP3,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,with 23% PEG replicate 3,,
SRP134221,SRR6820449,JM-262,JM_48hCK1,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 1,,
SRP134221,SRR6820433,LM-2,LM_48hCK1,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 1,,
SRP134221,SRR6820448,JM-262,JM_48hCK2,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 2,,
SRP134221,SRR6820432,LM-2,LM_48hCK2,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 2,,
SRP134221,SRR6820452,LM-2,LM_48hCK3,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 3,,
SRP134221,SRR6820443,JM-262,JM_48hCK3,Illumina HiSeq 4000,17-day old seedling,PO_0007131,seedling development stage,root,PO_0009005,root ,without PEG replicate 3,,
SRP166963,SRR8113998,Bobwhite,WT_FLB_19DAA_rep1,Illumina HiSeq 2500,19 days after anthesis rep1,PO_0001170,seed development stage,flag leaf blade,,,NA,NA,NA
SRP166963,SRR8113997,Bobwhite,WT_FLB_19DAA_rep2,Illumina HiSeq 2500,19 days after anthesis rep2,PO_0001170,seed development stage,flag leaf blade,,,NA,NA,NA
SRP166963,SRR8114007,Bobwhite,WT_FLB_19DAA_rep3,Illumina HiSeq 2500,19 days after anthesis rep3,PO_0001170,seed development stage,flag leaf blade,,,NA,NA,NA
SRP107656,SRR5580876,XY 6,SRR5580876,Illumina HiSeq 2000,192 hours post inoculated with pst,,,Leaves,PO_0025034,leaf,Stripe rust,,
SRP107656,SRR5580875,XY 6,SRR5580875,Illumina HiSeq 2000,192 hours post inoculated with pst,,,Leaves,PO_0025034,leaf,Stripe rust,,
SRP107656,SRR5580874,XY 6,SRR5580874,Illumina HiSeq 2000,192 hours post inoculated with pst,,,Leaves,PO_0025034,leaf,Stripe rust,,
SRP107656,SRR5580873,XY 6,SRR5580873,Illumina HiSeq 2000,192 hours post inoculated with pst,,,Leaves,PO_0025034,leaf,Stripe rust,,
SRP107656,SRR5580872,XY 6,SRR5580872,Illumina HiSeq 2000,192 hours post inoculated with pst,,,Leaves,PO_0025034,leaf,Stripe rust,,
SRP107656,SRR5580870,XY 6,SRR5580870,Illumina HiSeq 2000,192 hours post inoculated with pst,,,Leaves,PO_0025034,leaf,Stripe rust,,
SRP107656,SRR5580898,XY 6,SRR5580898,Illumina HiSeq 2000,192 hours post inoculated with water,,,Leaves,PO_0025034,leaf,control,none,none
SRP107656,SRR5580897,XY 6,SRR5580897,Illumina HiSeq 2000,192 hours post inoculated with water,,,Leaves,PO_0025034,leaf,control,none,none
SRP107656,SRR5580896,XY 6,SRR5580896,Illumina HiSeq 2000,192 hours post inoculated with water,,,Leaves,PO_0025034,leaf,control,none,none
SRP107656,SRR5580888,XY 6,SRR5580888,Illumina HiSeq 2000,192 hours post inoculated with water,,,Leaves,PO_0025034,leaf,control,none,none
SRP107656,SRR5580887,XY 6,SRR5580887,Illumina HiSeq 2000,192 hours post inoculated with water,,,Leaves,PO_0025034,leaf,control,none,none
SRP107656,SRR5580885,XY 6,SRR5580885,Illumina HiSeq 2000,192 hours post inoculated with water,,,Leaves,PO_0025034,leaf,control,none,none
SRP093334,SRR5019304,Jimai5265,SRR5019304,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5019300,OE5,SRR5019300,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5019298,OE5,SRR5019298,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5019297,Jimai5265,SRR5019297,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5019295,OE5,SRR5019295,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5019294,Jimai5265,SRR5019294,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5011480,OE5,SRR5011480,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5011475,OE5,SRR5011475,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5011474,Jimai5265,SRR5011474,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5011473,Jimai5265,SRR5011473,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5011472,Jimai5265,SRR5011472,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP093334,SRR5011470,OE5,SRR5011470,Illumina HiSeq 2500,1HAI,,,germinating seed,PO_0009010,seed,NA,NA,NA
SRP157931,SRR7692655,W2691,7,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692653,W2691,1,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692650,W2691,4,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692648,W2691,10,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692641,W2691+Sr9b,31,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692638,W2691+Sr9b,34,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692634,W2691,16,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692633,W2691,13,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692629,W2691+Sr9b,19,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692614,W2691+Sr9b,22,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692612,W2691+Sr9b,28,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP157931,SRR7692609,W2691+Sr9b,25,Illumina HiSeq 2500,2 days post inoculation,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP144469,SRR7106404,the F1 plant of the cross using multi-ovary wheat as the female parent and heterogeneous cytoplasm wheat as the male parent,Mu_NC3,Illumina HiSeq 4000,2-6 mm long,,,Young spike,PO:0009049,inflorescence,NA,NA,NA
SRP144469,SRR7106403,the F1 plant of the cross using multi-ovary wheat as the female parent and heterogeneous cytoplasm wheat as the male parent,Mu_NC2,Illumina HiSeq 4000,2-6 mm long,,,Young spike,PO:0009049,inflorescence,NA,NA,NA
SRP144469,SRR7106402,the F1 plant of the cross using heterogeneous cytoplasm wheat as the female parent and multi-ovary wheat as the male parent,Mo_HC2,Illumina HiSeq 4000,2-6 mm long,,,Young spike,PO:0009049,inflorescence,NA,NA,NA
SRP144469,SRR7106401,the F1 plant of the cross using heterogeneous cytoplasm wheat as the female parent and multi-ovary wheat as the male parent,Mo_HC1,Illumina HiSeq 4000,2-6 mm long,,,Young spike,PO:0009049,inflorescence,NA,NA,NA
SRP144469,SRR7106400,the F1 plant of the cross using multi-ovary wheat as the female parent and heterogeneous cytoplasm wheat as the male parent,Mu_NC1,Illumina HiSeq 4000,2-6 mm long,,,Young spike,PO:0009049,inflorescence,NA,NA,NA
SRP144469,SRR7106399,the F1 plant of the cross using heterogeneous cytoplasm wheat as the female parent and multi-ovary wheat as the male parent,Mo_HC3,Illumina HiSeq 4000,2-6 mm long,,,Young spike,PO:0009049,inflorescence,NA,NA,NA
SRP041017,SRR1228259,N9134,SRR1228259,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228258,N9134,SRR1228258,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228257,N9134,SRR1228257,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228247,N9134,SRR1228247,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228246,N9134,SRR1228246,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228245,N9134,SRR1228245,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228256,N9134,SRR1228256,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,NA,NA,NA
SRP041017,SRR1228255,N9134,SRR1228255,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,NA,NA,NA
SRP041017,SRR1228254,N9134,SRR1228254,Illumina HiSeq 2000,2-leaf stage,PO:0007098,LP.02 two leaves visible stage ,leaves,PO_0025034,leaf,NA,NA,NA
SRP041017,SRR1228265,N9134,SRR1228265,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228264,N9134,SRR1228264,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228263,N9134,SRR1228263,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228262,N9134,SRR1228262,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228261,N9134,SRR1228261,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228260,N9134,SRR1228260,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,Powdery mildew pathogen E09,,
SRP041017,SRR1228253,N9134,SRR1228253,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228252,N9134,SRR1228252,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228251,N9134,SRR1228251,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228250,N9134,SRR1228250,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228249,N9134,SRR1228249,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
SRP041017,SRR1228248,N9134,SRR1228248,Illumina HiSeq 2000,2.5-leaf stage,PO:0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,stripe rust pathogen CYR 31,,
ERP004505,ERR392084,Chinese Spring,Wheat_Room1_AL_20DPA_Extra2,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,aleuron layer,PO_0005360,aleurone layer ,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392082,Chinese Spring,Wheat_Room1_AL_20DPA,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,aleuron layer,PO_0005360,aleurone layer ,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392081,Chinese Spring,Wheat_Room2_AL_20DPA_Rep,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,aleuron layer,PO_0005360,aleurone layer ,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392080,Chinese Spring,Wheat_Room2_AL_20DPA,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,aleuron layer,PO_0005360,aleurone layer ,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392078,Chinese Spring,Wheat_Room1_AL_20DPA_Extra1,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,aleuron layer,PO_0005360,aleurone layer ,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392059,Chinese Spring,Wheat_Room1_AL_20DPA_Rep,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,aleuron layer,PO_0005360,aleurone layer ,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392074,Chinese Spring,Wheat_Room2_SE_20DPA,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,starchy endosperm,,,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392063,Chinese Spring,Wheat_Room1_SE_20DPA,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,starchy endosperm,,,cycles of 16 h of light at 20C and darkness of 8h at 15C,,
ERP004505,ERR392076,Chinese Spring,Wheat_Room1_SE_20DPA_Rep,Illumina HiSeq 2000,20 days post anthesis,PO_0001170,seed development stage,starchy endosperm,,,NA,NA,NA
